,Merchant ID,Product ID,Category,Sub-Category,Product Name
252,CA-2016-146941,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
253,CA-2016-146941,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes
254,US-2015-159982,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories
255,US-2015-159982,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
256,US-2015-159982,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
257,US-2015-159982,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone
258,CA-2017-163139,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub
259,CA-2017-163139,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving
260,CA-2017-163139,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
261,US-2017-155299,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac
262,US-2014-106992,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer
263,US-2014-106992,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer
264,CA-2016-125318,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone
265,CA-2015-155040,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse
266,CA-2017-136826,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack"
267,CA-2016-111010,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands
268,US-2017-145366,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving
269,US-2017-145366,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
270,CA-2017-163979,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
271,CA-2015-155334,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
272,CA-2015-155334,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection
273,CA-2015-155334,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders
274,CA-2017-118136,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
275,CA-2017-118136,OFF-AR-10001427,Office Supplies,Art,Newell 330
276,CA-2017-132976,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
277,CA-2017-132976,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
278,CA-2017-132976,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office
279,CA-2017-132976,OFF-LA-10002043,Office Supplies,Labels,Avery 489
280,US-2015-161991,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders
281,US-2015-161991,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker
282,CA-2015-130890,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top"
283,CA-2015-130883,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper
284,CA-2015-130883,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse
285,CA-2015-130883,OFF-PA-10004100,Office Supplies,Paper,Xerox 216
286,CA-2016-112697,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
287,CA-2016-112697,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
288,CA-2016-112697,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener
289,CA-2016-110772,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips
290,CA-2016-110772,OFF-LA-10004689,Office Supplies,Labels,Avery 512
291,CA-2016-110772,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930
292,CA-2016-110772,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
293,CA-2014-111451,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
294,CA-2014-111451,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs
295,CA-2014-111451,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
296,CA-2014-111451,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
297,CA-2014-111451,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
298,CA-2016-142545,OFF-PA-10002105,Office Supplies,Paper,Xerox 223
299,CA-2016-142545,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"
300,CA-2016-142545,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939
301,CA-2016-142545,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
302,CA-2016-142545,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
303,US-2017-152380,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables
304,CA-2015-144253,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
305,CA-2014-130960,OFF-AR-10003651,Office Supplies,Art,Newell 350
306,CA-2014-111003,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
307,CA-2014-111003,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
308,CA-2017-126774,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils
309,CA-2016-142902,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
310,CA-2016-142902,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
311,CA-2016-142902,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
312,CA-2016-142902,OFF-LA-10000634,Office Supplies,Labels,Avery 509
313,CA-2014-120887,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
314,CA-2014-167850,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone
315,CA-2014-167850,OFF-PA-10001937,Office Supplies,Paper,Xerox 21
316,CA-2014-164259,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
317,CA-2014-164973,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
318,CA-2014-164973,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
319,CA-2014-164973,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550
320,CA-2014-164973,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
321,CA-2014-164973,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black"
322,CA-2014-156601,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips
323,CA-2016-162138,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
324,CA-2016-162138,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800
325,CA-2017-153339,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
326,US-2016-141544,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone
327,US-2016-141544,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
328,US-2016-141544,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
329,US-2016-141544,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels
330,US-2016-141544,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
331,US-2016-150147,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone
332,US-2016-150147,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
333,US-2016-150147,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
334,CA-2015-137946,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders
335,CA-2015-137946,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
336,CA-2015-137946,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
337,CA-2014-129924,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
338,CA-2014-129924,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables
339,CA-2015-128167,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
340,CA-2014-122336,OFF-AR-10000122,Office Supplies,Art,Newell 314
341,CA-2014-122336,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
342,CA-2014-122336,OFF-FA-10002780,Office Supplies,Fasteners,Staples
343,CA-2014-122336,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
344,US-2015-120712,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer
345,CA-2017-169901,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
346,CA-2017-134306,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
347,CA-2017-134306,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper
348,CA-2017-134306,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
349,CA-2016-129714,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub
350,CA-2016-129714,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881
351,CA-2016-129714,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders
353,CA-2016-129714,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
354,CA-2016-138520,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases
355,CA-2016-138520,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box"
356,CA-2016-138520,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
357,CA-2016-138520,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
358,CA-2016-130001,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
359,CA-2017-155698,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection
360,CA-2017-155698,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
361,CA-2017-144904,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
362,CA-2017-144904,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
363,CA-2017-144904,OFF-AR-10003732,Office Supplies,Art,Newell 333
364,CA-2017-144904,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
365,CA-2014-123344,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
366,CA-2016-155516,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders
367,CA-2016-155516,OFF-SU-10001225,Office Supplies,Supplies,Staple remover
368,CA-2016-155516,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File
369,CA-2016-155516,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
370,CA-2017-104745,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930
371,CA-2017-104745,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File
372,US-2014-119137,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
373,US-2014-119137,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
374,US-2014-119137,OFF-AR-10000658,Office Supplies,Art,Newell 324
375,US-2014-119137,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite
376,US-2016-134656,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960
377,US-2017-134481,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"
378,CA-2015-130792,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber
379,CA-2015-130792,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
380,CA-2015-130792,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
381,CA-2016-134775,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection
382,CA-2016-134775,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
383,CA-2015-125395,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
384,US-2015-168935,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
385,US-2015-168935,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200
386,CA-2015-122756,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server
387,CA-2015-122756,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive
388,CA-2014-115973,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils
389,CA-2017-101798,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
390,CA-2017-101798,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
391,US-2014-135972,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
392,US-2014-135972,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier
393,US-2014-134971,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
394,CA-2017-102946,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders
395,CA-2017-165603,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma
396,CA-2017-165603,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958
397,CA-2015-122259,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
398,CA-2016-108987,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File
399,CA-2016-108987,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
400,CA-2016-108987,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System"
401,CA-2016-108987,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
402,CA-2014-113166,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974
403,CA-2014-155208,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
404,CA-2017-117933,OFF-AP-10004249,Office Supplies,Appliances,Staple holder
405,CA-2017-117457,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
406,CA-2017-117457,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier
407,CA-2017-117457,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
408,CA-2017-117457,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base"
409,CA-2017-117457,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
410,CA-2017-117457,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels
411,CA-2017-117457,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908
412,CA-2017-117457,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
413,CA-2017-117457,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
414,CA-2017-142636,OFF-PA-10000157,Office Supplies,Paper,Xerox 191
415,CA-2017-142636,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs
416,CA-2017-122105,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
417,CA-2016-148796,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs
418,CA-2017-154816,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987
419,CA-2017-110478,OFF-AR-10001573,Office Supplies,Art,American Pencil
420,CA-2017-110478,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
421,CA-2014-142048,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black
422,CA-2017-125388,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"
423,CA-2017-125388,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files
424,CA-2017-155705,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
425,CA-2017-149160,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame
426,CA-2017-149160,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System
427,CA-2014-101476,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
428,CA-2017-152275,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil
429,US-2016-123750,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System
430,US-2016-123750,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
432,US-2016-123750,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma
433,CA-2016-127369,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
434,US-2014-150574,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers
435,US-2014-150574,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard
436,CA-2016-147375,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner"
437,CA-2016-147375,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908
438,CA-2017-130043,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897
439,CA-2017-157252,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair
440,CA-2016-115756,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame
441,CA-2016-115756,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
442,CA-2016-115756,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays
443,CA-2016-115756,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream"
444,CA-2016-115756,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
445,CA-2016-115756,OFF-LA-10001317,Office Supplies,Labels,Avery 520
446,CA-2017-154214,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
447,CA-2016-166674,OFF-AR-10000588,Office Supplies,Art,Newell 345
448,CA-2016-166674,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
449,CA-2016-166674,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
450,CA-2016-166674,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils
451,CA-2016-166674,OFF-AR-10004974,Office Supplies,Art,Newell 342
452,CA-2016-166674,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
453,CA-2017-147277,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables
454,CA-2017-147277,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
455,CA-2016-100153,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
456,US-2014-110674,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
457,US-2016-157945,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
458,US-2016-157945,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope
459,CA-2015-109638,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner
460,CA-2015-109638,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
461,CA-2015-109638,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
462,CA-2016-109869,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
463,CA-2016-109869,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
464,CA-2016-109869,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back
465,CA-2016-109869,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener
466,CA-2016-109869,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
467,US-2015-101399,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
468,CA-2017-154907,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library
469,US-2016-100419,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket
470,CA-2015-154144,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
471,CA-2014-144666,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving
472,CA-2014-144666,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish"
473,CA-2014-144666,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3
474,CA-2014-144666,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue"
475,CA-2014-144666,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
476,CA-2014-144666,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912
477,CA-2016-103891,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless
478,CA-2016-152632,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
479,CA-2016-100790,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
480,CA-2016-100790,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
481,CA-2014-134677,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
482,CA-2014-127691,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
483,CA-2014-127691,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
484,CA-2017-140963,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
485,CA-2017-140963,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
486,CA-2017-140963,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock
487,CA-2014-154627,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S
488,CA-2014-133753,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader
489,CA-2014-133753,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse
490,CA-2014-133753,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
491,CA-2014-113362,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
492,CA-2014-113362,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes
493,CA-2016-169166,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
494,US-2016-120929,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
495,CA-2015-134782,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
496,CA-2016-126158,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips
497,CA-2016-126158,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
498,CA-2016-126158,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
499,CA-2016-126158,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
500,US-2016-105578,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
501,US-2016-105578,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
